# step | KE | PE | CoM x | CoM y | CoM z | L_x | L_y | L_z | rmsd | vdw_area_0_surface | vdw_force_0_surface | vdw_energy_0_surface
0	+0.000000e+00	-2.203659e-16	-1.230138e-10	-1.070595e-10	+1.335370e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00
1	+2.008810e-20	-2.998310e-33	-1.230139e-10	-1.070595e-10	+1.335377e-11	-6.173723e-33	+1.801710e-32	-6.003263e-33	+1.117461e-13	+0.000000e+00	+0.000000e+00	+0.000000e+00
1001	+3.514760e-19	+4.183841e-19	-1.220348e-10	-1.069540e-10	+1.344974e-11	+1.523905e-31	+2.146547e-31	+4.150315e-31	+6.376806e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
2001	+3.846239e-19	+4.371994e-19	-1.232287e-10	-1.097497e-10	+1.463883e-11	+5.362853e-31	-1.673933e-30	+1.492818e-30	+7.131890e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
3001	+3.701679e-19	+3.517291e-19	-1.223019e-10	-1.151972e-10	+1.287666e-11	+4.584700e-31	-3.936950e-30	+1.197328e-30	+6.921985e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
4001	+3.913525e-19	+3.486614e-19	-1.172306e-10	-1.172828e-10	+4.910702e-12	-5.583299e-32	-5.201976e-30	-6.117957e-31	+7.152341e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
5001	+3.519044e-19	+3.731586e-19	-1.100924e-10	-1.197015e-10	-4.827148e-12	-5.849148e-31	-4.592103e-30	+1.013669e-30	+7.279838e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
6001	+4.029255e-19	+3.276638e-19	-1.018877e-10	-1.223749e-10	-1.487543e-11	-7.989012e-31	-4.847470e-30	+1.522249e-30	+7.831619e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
7001	+4.111145e-19	+4.246502e-19	-9.472108e-11	-1.272148e-10	-2.106346e-11	-7.540805e-31	-3.547808e-30	+1.552700e-30	+9.369240e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
8001	+3.733798e-19	+3.827559e-19	-8.521081e-11	-1.344816e-10	-2.653701e-11	-5.450596e-31	-3.394588e-30	+3.364081e-30	+1.011125e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
9001	+4.018694e-19	+4.183814e-19	-7.313363e-11	-1.451475e-10	-3.022848e-11	-2.687962e-31	-2.540516e-30	+3.442144e-30	+1.125849e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
10001	+4.272883e-19	+3.088319e-19	-6.580118e-11	-1.560028e-10	-3.237177e-11	-7.406295e-32	-2.307530e-30	+3.655447e-30	+1.317883e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
11001	+3.619294e-19	+4.768430e-19	-5.999752e-11	-1.706104e-10	-3.359815e-11	+1.186652e-31	-1.736859e-30	+4.512235e-30	+1.502352e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
12001	+4.241255e-19	+4.079884e-19	-5.641529e-11	-1.864564e-10	-3.339528e-11	+9.709034e-32	-2.828368e-30	+4.909457e-30	+1.620801e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
13001	+4.113105e-19	+4.014694e-19	-5.364251e-11	-2.053742e-10	-3.302112e-11	-6.116415e-31	-2.974028e-30	+5.553093e-30	+1.888949e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
14001	+3.520294e-19	+3.179667e-19	-5.342435e-11	-2.277427e-10	-3.366392e-11	-3.463578e-31	-2.683687e-30	+5.955426e-30	+2.086208e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
15001	+3.587323e-19	+3.400277e-19	-5.439015e-11	-2.488373e-10	-3.703611e-11	+3.372293e-32	-2.790721e-30	+5.710334e-30	+2.300753e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
16001	+4.024597e-19	+4.236178e-19	-5.560551e-11	-2.708251e-10	-3.940478e-11	-1.293258e-31	-2.125637e-30	+5.567404e-30	+2.619015e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
17001	+3.611784e-19	+3.824046e-19	-5.770590e-11	-2.895498e-10	-3.947977e-11	-6.063241e-31	-1.701708e-30	+2.987752e-30	+2.814046e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
18001	+4.223919e-19	+3.865601e-19	-5.944562e-11	-3.051130e-10	-3.833439e-11	+4.441955e-32	-1.662649e-30	+3.197404e-30	+2.987465e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
19001	+3.133567e-19	+3.956402e-19	-6.123194e-11	-3.210017e-10	-3.899519e-11	-1.828663e-31	-2.246207e-30	+2.199106e-30	+3.243808e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
20001	+4.048174e-19	+3.824759e-19	-6.549137e-11	-3.330921e-10	-3.814640e-11	-3.401448e-31	-1.079262e-30	+2.474546e-30	+3.432157e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
21001	+3.139206e-19	+4.285775e-19	-6.549746e-11	-3.455924e-10	-3.653042e-11	-5.162304e-31	-2.216346e-30	+1.965807e-30	+3.724970e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
22001	+3.318016e-19	+3.367551e-19	-6.312863e-11	-3.573613e-10	-3.414324e-11	-7.634139e-31	-1.073735e-30	+2.245071e-30	+3.901478e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
23001	+4.256811e-19	+3.590032e-19	-5.872548e-11	-3.699420e-10	-2.734265e-11	-1.185136e-30	+1.205127e-30	+2.997679e-30	+4.137396e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
24001	+3.664252e-19	+4.001737e-19	-5.686409e-11	-3.874628e-10	-1.811324e-11	-1.650511e-30	+4.114073e-31	+4.923764e-30	+4.404488e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
25001	+3.101890e-19	+3.723886e-19	-5.607880e-11	-4.069910e-10	-1.465913e-11	-1.920854e-30	-3.030377e-30	+6.129396e-30	+4.747678e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
26001	+4.330159e-19	+4.354701e-19	-5.350985e-11	-4.289113e-10	-1.394548e-11	-1.621374e-30	-1.975530e-30	+5.953932e-30	+5.046742e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
27001	+3.952147e-19	+4.377582e-19	-5.144197e-11	-4.523579e-10	-1.298946e-11	-1.140266e-30	-3.903443e-30	+6.242373e-30	+5.365496e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
28001	+3.956024e-19	+3.358874e-19	-4.785987e-11	-4.775264e-10	-1.478719e-11	-9.872832e-31	-3.206839e-30	+8.548566e-30	+5.714937e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
29001	+3.420784e-19	+3.696575e-19	-4.394359e-11	-5.090908e-10	-1.141146e-11	-1.093236e-30	-2.278701e-30	+1.005751e-29	+6.100418e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
30001	+3.699069e-19	+4.223449e-19	-4.121016e-11	-5.417103e-10	-6.845717e-12	-1.042198e-30	-1.149372e-30	+9.146751e-30	+6.540682e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
31001	+4.030388e-19	+4.433652e-19	-4.235673e-11	-5.749786e-10	+2.129430e-13	-1.218793e-30	-2.290570e-31	+9.483775e-30	+6.951644e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
