# step | KE | PE | CoM x | CoM y | CoM z | L_x | L_y | L_z | rmsd | vdw_area_1_surface | vdw_force_1_surface | vdw_energy_1_surface
0	+0.000000e+00	-2.203659e-16	+1.487699e-08	-1.070595e-10	+1.335370e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00	+0.000000e+00
1	+2.183669e-20	-1.701788e-33	+1.487699e-08	-1.070594e-10	+1.335366e-11	-6.175224e-33	+8.195632e-33	+3.795915e-32	+1.152879e-13	+0.000000e+00	+0.000000e+00	+0.000000e+00
1001	+3.494405e-19	+3.709976e-19	+1.487768e-08	-1.070421e-10	+1.308453e-11	+5.408349e-31	-1.067408e-30	+1.226242e-30	+6.503302e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
2001	+4.285888e-19	+3.240840e-19	+1.487725e-08	-1.054165e-10	+1.411272e-11	-3.096560e-31	-5.103508e-31	-4.614375e-31	+5.788733e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
3001	+3.548866e-19	+3.916861e-19	+1.487288e-08	-1.043307e-10	+1.401071e-11	+2.356836e-31	+1.673202e-30	+1.258908e-30	+6.688695e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
4001	+3.630974e-19	+3.360824e-19	+1.486512e-08	-1.036554e-10	+9.461347e-12	+3.226087e-32	+4.597916e-30	-2.954658e-31	+6.841815e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
5001	+3.571663e-19	+3.670366e-19	+1.485265e-08	-1.066323e-10	+3.441525e-12	+1.346810e-31	+4.710675e-30	-5.368024e-30	+7.451978e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
6001	+3.893348e-19	+3.159201e-19	+1.483805e-08	-1.135804e-10	-2.606034e-13	-2.792181e-31	+8.132232e-32	-5.912852e-30	+7.231478e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
7001	+4.108660e-19	+3.872968e-19	+1.482028e-08	-1.178877e-10	-1.043277e-12	-3.613331e-31	+2.273875e-30	-2.759402e-30	+8.438908e-11	+0.000000e+00	+0.000000e+00	+0.000000e+00
8001	+3.795570e-19	+4.228974e-19	+1.480459e-08	-1.246309e-10	-3.159375e-12	-7.669000e-31	+3.707149e-30	-6.333365e-30	+1.042203e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
9001	+3.415055e-19	+4.380318e-19	+1.479142e-08	-1.328990e-10	-6.079759e-12	-1.222791e-30	+2.639482e-30	-5.155636e-30	+1.253620e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
10001	+3.789571e-19	+3.470385e-19	+1.477609e-08	-1.378056e-10	-4.872557e-12	-1.543436e-30	+1.211633e-30	-2.454620e-30	+1.254151e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
11001	+3.509948e-19	+4.238002e-19	+1.475995e-08	-1.424498e-10	-3.826412e-12	-1.147267e-30	+3.776938e-30	-2.505975e-30	+1.446241e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
12001	+3.772955e-19	+3.409941e-19	+1.474673e-08	-1.450137e-10	-1.153429e-12	-1.011447e-30	-1.502319e-30	-4.690418e-31	+1.609576e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
13001	+3.819847e-19	+3.243929e-19	+1.473380e-08	-1.464711e-10	+6.037746e-12	-6.472193e-31	-1.623271e-30	-1.937942e-30	+1.808240e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
14001	+4.326760e-19	+3.561236e-19	+1.471567e-08	-1.476953e-10	+1.451769e-11	-5.242626e-31	-2.556085e-30	+5.100236e-32	+2.006683e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
15001	+4.330985e-19	+3.708706e-19	+1.469500e-08	-1.487522e-10	+2.589084e-11	+4.897578e-32	-4.487905e-30	-8.574986e-31	+2.296057e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
16001	+3.829965e-19	+4.214633e-19	+1.467739e-08	-1.506228e-10	+3.721371e-11	+2.591427e-31	-2.325257e-30	-2.474112e-30	+2.636776e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
17001	+3.572764e-19	+3.743881e-19	+1.466007e-08	-1.531424e-10	+4.762327e-11	+4.749570e-32	-3.996807e-30	-2.929558e-30	+2.735980e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
18001	+4.182938e-19	+3.825563e-19	+1.464361e-08	-1.537625e-10	+5.728289e-11	+5.165460e-31	+2.115462e-31	-1.714372e-31	+3.048190e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
19001	+3.709318e-19	+4.007676e-19	+1.462845e-08	-1.557679e-10	+6.443053e-11	+7.823679e-31	-1.067608e-31	-2.598702e-30	+3.275798e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
20001	+4.435726e-19	+4.505599e-19	+1.461598e-08	-1.628919e-10	+7.408573e-11	+4.571826e-31	-1.793459e-30	-6.759678e-30	+3.624886e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
21001	+4.760654e-19	+3.445318e-19	+1.460226e-08	-1.730416e-10	+8.490828e-11	+9.102135e-31	-1.573975e-30	-9.888703e-30	+3.909635e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
22001	+3.646736e-19	+3.383345e-19	+1.458663e-08	-1.859334e-10	+9.371579e-11	+8.600569e-31	+1.877675e-30	-9.254623e-30	+4.255143e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
23001	+3.950409e-19	+4.245080e-19	+1.457045e-08	-1.992356e-10	+9.795340e-11	+7.016914e-31	+2.781765e-30	-1.014413e-29	+4.646698e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
24001	+3.864393e-19	+3.723336e-19	+1.455314e-08	-2.112047e-10	+1.029418e-10	+1.055060e-30	+3.334774e-30	-1.096431e-29	+5.043264e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
25001	+4.209075e-19	+3.909216e-19	+1.452965e-08	-2.230209e-10	+1.086423e-10	+5.884336e-31	+1.525278e-30	-8.455704e-30	+5.455597e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
26001	+4.097975e-19	+4.125209e-19	+1.450188e-08	-2.346534e-10	+1.135932e-10	+6.797207e-31	+3.434110e-30	-9.800896e-30	+5.849716e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
27001	+3.664620e-19	+3.642537e-19	+1.447190e-08	-2.469075e-10	+1.163944e-10	+1.127087e-30	+5.785505e-30	-1.034133e-29	+6.355998e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
28001	+3.958628e-19	+3.840162e-19	+1.443964e-08	-2.572925e-10	+1.211994e-10	+5.083672e-31	+8.860828e-31	-9.030153e-30	+6.856247e-10	+0.000000e+00	+0.000000e+00	+0.000000e+00
